reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,year
6f806801-466b-4ba1-8373-f677638ea44a,Heidi Tews,https://play-lh.googleusercontent.com/a/ACg8ocLzWYSrLv8GNm3tGQTd5PKgk8CRPYeLuho7qvcFYclp=mo,Wirklich kein Scherz aber in Kassel sind die Angestellten sehr unfreundlich leicht genervt und geben patzige Antworten besonders unten im kleine Laden!denke wenn man nicht mit Menschen sprechen möchte sollte man einen anderen Beruf suchen,3,0,3.47.0,2024-01-12 21:14:13,,,2024
9185649f-ec9c-4ab6-b564-f6352c385b79,Manfred Kramer,https://play-lh.googleusercontent.com/a/ACg8ocIsocXQyQR5Vc53j9v2euOOFrDbnNrFRlifwAP0_wHs=mo,"Auf d em tablet in Englisch, warum?",4,0,3.57.2,2024-01-12 13:10:08,,,2024
84369893-9230-4fb2-9eb9-c1b3edef266f,N.Z,https://play-lh.googleusercontent.com/a-/ALV-UjUkCY3soGQfRtYWxpog5PTtDQWdY4QxSwOquhptLUsM2w,Ikea hat einfach alles was Mann braucht zu einen super Preis .,5,0,3.57.1,2024-01-10 18:46:35,"Hej! Vielen Dank, dass du das gesagt hast. Das ist gut zu hören.",2024-01-11 03:25:27,2024
fa48ef83-e614-4a07-b89a-e8601111f73b,Sandra,https://play-lh.googleusercontent.com/a/ACg8ocJg50tii4Oe08Ag0o9Mbj2ZN-iPkMH1YV-HLfH0w1qF=mo,"Bin zufrieden,immer was zu gucken.",4,0,3.57.1,2024-01-10 14:07:53,"Hej! Vielen Dank, dass du das gesagt hast. Das ist gut zu hören.",2024-01-10 22:25:35,2024
ceeefe5e-da3f-4304-ace4-d19cff1e94c8,Claudette Füller,https://play-lh.googleusercontent.com/a-/ALV-UjU-8sKq5gp63V8aQmNU8M4uTD_avfBXXpaK0Eu-mwfVI70z,Es ist immer ein Erlebnis dort einzukaufen. Man entdeckt immer wieder was neues. Tolle Ideen und praktisch. Und auch gute Qualität. Danke.,5,0,3.57.1,2024-01-09 12:04:46,"Hej! Es ist toll, dass dir die App gefällt. Vielen Dank!",2024-01-09 20:25:25,2024
b33a7e28-8655-4da2-a96c-43b9e4d6bd70,Daniela Sembol,https://play-lh.googleusercontent.com/a/ACg8ocJnMSBD0Q1crLWU-BLQYSICPMIYh4tuNL-1EE8g0Xin=mo,"Eigentlich finde ich die App super, seit einiger Zeit kann ich mich aber nicht mehr einloggen bzw. es wird nicht gespeichert. Ich werde aus der App immer zur Homepage weitergeleitet, dort melde ich mich an und wenn ich die Homepage schließe, bin ich in der App nicht mehr eingeloggt. Das nervt ziemlich, weil man die Funktionen der App dadurch nicht nutzen kann.",2,6,3.57.1,2024-01-09 08:41:07,"We understand your frustration. Unfortunately, there are problems login in with some web browsers. We have taken note of this and we are working on a fix within a near future please try with a different browser. / IKEA App Team",2024-01-12 13:44:51,2024
67a862d8-629a-44a5-8b4e-c60d4004d874,Sonja Zöschg,https://play-lh.googleusercontent.com/a-/ALV-UjXKwqiPKMUclj6yty2tUTGdgYGFnzoScEQd3XWN88H0MXJB,Ikea mag man eben!,5,0,3.57.1,2024-01-08 19:18:18,Hej! Vielen Dank für deinen Kommentar.,2024-01-09 03:25:10,2024
153de1f5-6f39-40d5-bb56-dc60eb0b0d72,Rik_s,https://play-lh.googleusercontent.com/a/ACg8ocJjoC8YuxMfVKnRk3GwEy1i0nAWO-rnzv3NhjW-Wiv6=mo,Immer top!,5,0,3.57.1,2024-01-07 12:29:28,Hej! Vielen Dank für deinen Kommentar.,2024-01-07 21:25:34,2024
15a06f04-408d-42f6-95d9-09398e123bff,Reiner W,https://play-lh.googleusercontent.com/a/ACg8ocKoMG08S1CbNRz47rTUwW4cRJ9uSrovhc87eXZhPL3i=mo,"Eine völlig unbrauchbare, verwirrende und unnütze app. Click&collect funktioniert als Vorbereitung für den Einrichtungshausbesuch von zu hause nicht. Click&go ist im Einrichtungshaus bei Artikeln die man aus dem Lager holen muss unbrauchbar, da nirgends der Lagerplatz angegeben ist. FAZIT: Für ein Unternehmen dieser Größe ist die App einfach nur blamabel.",1,0,3.57.1,2024-01-07 11:46:48,,,2024
33b6681e-37eb-4404-81bb-3e2903f62a1d,Maria Ernst,https://play-lh.googleusercontent.com/a/ACg8ocLbqwLyYdq6y3QddMRDvt45b_Q6DjLPE2Om2q-BSJu8=mo,Super Bedienung,5,0,3.57.1,2024-01-07 05:48:54,Hej! Das ist gut zu hören. Vielen Dank für deine Rezension.,2024-01-07 14:25:34,2024
10647292-dd99-4a3d-94d8-3b3519d69e42,Bigger S.,https://play-lh.googleusercontent.com/a-/ALV-UjUfkUnW_auOlHQ5BfqBK1DQCjrNIbYbBclrAcgWFCYfKKQ,Perfekt!,5,0,3.57.1,2024-01-06 17:14:28,Hej! Thanks for your review. Glad you’re enjoying the app.,2024-01-07 01:25:39,2024
3d0a4371-3cbc-4515-aec9-ccf1948e8b0f,Daniel Steckert-Wilhelm,https://play-lh.googleusercontent.com/a/ACg8ocINGOWfTEZ1N-cwjuerYmyGjajfMgbObY2_V0kE0zeC=mo,Gute app,5,0,3.54.1,2024-01-06 11:50:28,"Hej! Vielen Dank für deinen Kommentar. Wir freuen uns, dass du die App magst.",2024-01-06 20:25:20,2024
ef15c002-745d-4bcd-ae21-1bed6c4139e5,Raimo Führ,https://play-lh.googleusercontent.com/a/ACg8ocJEIOddy-knsQgcNcRN3R3Vda-FDQxlcIKp1OEPcSRl=mo,"App soweit ok,leider stellt sie keine Sendungsverfolgung bereit, und die Benienerfreundlichkeit ist verbesserungswürdig.",2,0,3.57.1,2024-01-06 08:33:12,,,2024
68133859-b7f5-4d05-b776-c3a2e901c3ec,Muemmelbus,https://play-lh.googleusercontent.com/a-/ALV-UjVNx9KVhu9w7S35t0CBZwCkmz1w4P5HvVHDbAIwyqIGZoE,"Eine super App, man findet Sachen schnell und man kann Merklisten erstellen, was ich sehr toll finde :) Außerdem hat man immer seine Family Card bereit, da man diese hier ganz einfach hinzufügen kann.",5,0,3.53.1,2024-01-05 17:27:21,Hej! Das ist gut zu hören. Vielen Dank für deinen Kommentar.,2024-01-06 02:25:47,2024
5f3f61c4-336c-4ad9-b347-267e8b947561,Lisa S.,https://play-lh.googleusercontent.com/a/ACg8ocKDDWzXULZNoxhnkLpCfXVLSk4FnWHoAB4rHAovgl30=mo,Bin total zufrieden man sieht was im Angebot ist und kann perfekt nach Möbeln oder Deko gucken die man für zuhause gebrauchen kann und auch eine Liste für jeden beliebigen Raum machen kann:),5,0,3.57.1,2024-01-05 16:18:21,Hej! Vielen Dank für deinen Kommentar.,2024-01-06 00:25:32,2024
5529a06b-4d8a-4477-8671-a304df9c380c,Fpunkt Kpunkt,https://play-lh.googleusercontent.com/a/ACg8ocJWaRITc3Ab9EP5dWcuPDmf4cjBNOshfHBiBk2ec6n5=mo,Super,5,0,3.57.1,2024-01-05 10:10:57,Hej! It’s great to hear you’re enjoying the app. Thank you!,2024-01-05 18:25:41,2024
bf30b412-9821-4a89-8084-51d136ba8c33,Gabriele Stöpel,https://play-lh.googleusercontent.com/a/ACg8ocJicB9ACmYfXihmFZVdRA0--peJYEQpVPIk-7SoKWWE=mo,Bin echt begeistert. Die App. gefällt mir sehr.,5,0,3.54.1,2024-01-04 00:43:05,Hej! Vielen Dank für deine Rezension.,2024-01-04 09:25:21,2024
82af39f2-e2aa-459a-b65f-96185fdb9a63,Jana T.,https://play-lh.googleusercontent.com/a/ACg8ocI2df98_iWNHfBymKjv_2nfqS9EUwaJZp_1m_NJ4qWE=mo,"Wo finde ich das Sortiment von Ikea? Ich kann nur Artikel über die Suchfunktion suchen, muss aber eingeben was ich genau suche. Tut mir leid, aber das ist für mich überhaupt nicht funktional.",3,0,3.57.1,2024-01-03 23:00:00,,,2024
478e0952-d9d0-49df-953e-f08c763a2e54,Aaron BC,https://play-lh.googleusercontent.com/a-/ALV-UjWawiYL7aiuy7mSM4VudF7Lfh9FfKOOzO0GlOeO4iVTKm7q,"Wohne grenznah zu Niederlande kann aber keinen Niederländischen Markt auswählen, da die Preise auch anders sind. Oder ich muss einen neuen Account erstellen.",1,0,3.57.1,2024-01-03 20:36:13,,,2024
8911b4c5-ccc2-4301-9ae8-f357f1242853,Andrea Mitterrutzner,https://play-lh.googleusercontent.com/a/ACg8ocJo2Na3Es3NIBz4sklu6L9vWO1UaO0b5UTcfMdcNKUfINQ=mo,Ottima App. Funziona perfettamente.,5,0,3.57.1,2024-01-03 19:57:00,Hej! Thanks for your positive comment.,2024-01-04 04:25:33,2024
fa6065a8-0e04-495e-98a8-b6d1ac436c4e,Michael Charles Davis,https://play-lh.googleusercontent.com/a/ACg8ocJw8yfS16MysyTEuKKH2t3_OQz3yBxElw9uloZDa6M6iA=mo,Coole App ;) D,5,0,3.57.1,2024-01-03 19:52:31,Hej! It’s great to hear you’re enjoying the app. Thank you!,2024-01-04 04:25:39,2024
c902c167-751f-474e-9cac-edaad912ecc0,Andreas Kliche,https://play-lh.googleusercontent.com/a-/ALV-UjUTFa53Gi5zr9MLuB4RtqbBI1uLKrg29-K1C79IYvGzHmQ,Immer ein Traum,5,0,3.57.1,2024-01-03 14:54:38,"Hej! Vielen Dank für deine Rezension. Wir sind froh, dass dir die App gefällt.",2024-01-03 23:25:17,2024
2f80b6db-1563-4b31-94ea-62593070a188,Kira Martin,https://play-lh.googleusercontent.com/a-/ALV-UjVKJKQt0eYI1pN4C0NwoACBgWwzEFViqrMU4HtNFH439U8,Shop and Go ist ziemlich zeitsparend.,5,0,,2024-01-02 11:13:58,"Hej! Es ist toll, dass du die App magst. Vielen Dank!",2024-01-02 19:25:21,2024
68d6154a-b915-425d-a2f5-df87b5906e3f,Anna Weisnicht,https://play-lh.googleusercontent.com/a-/ALV-UjXYaqLk2ZPxcx0HwBt5VL9ifXngbl0Lkomd1uaBCZ1_YKcE,I lovid ikea,5,0,3.15.2,2024-01-02 07:19:42,,,2024
99480e78-2441-4e56-97fd-24f9e9189cd9,Tamara Aregger,https://play-lh.googleusercontent.com/a/ACg8ocJ5XSZzXkSIuqKngL5kTY_U-uXt3TyQEPVh3NVwMO1w=mo,"bin sehr zufrieden, zeigt an wenn es nicht im Laden verfügbar ist",5,0,3.57.1,2024-01-01 22:24:15,Hej! Vielen Dank für deine positive Rezension.,2024-01-02 06:25:27,2024
3a855aa2-e347-43b1-9e85-46b13c5fa05e,Anne König,https://play-lh.googleusercontent.com/a/ACg8ocJjjheA5Z-F6ZpdZAPJM1KrNzvK8JHIqTi6-mTiIsgE=mo,"Grundsätzlich eine sehr tolle und übersichtliche App. Allerdings habe ich sie mir für das Tool zum Gestalten eigener Räume geholt und das funktioniert einfach nicht. Immer kommt eine Fehlermeldung, es hätte eine Unterbre gegeben und der Scan müssen beendet werden. So bringt mir das nichts",3,0,,2024-01-01 15:24:22,,,2024
1208267c-909c-49fd-bda6-72e4a5462036,Beatrice Tobi,https://play-lh.googleusercontent.com/a/ACg8ocJAYMyAT8WQxi8jHLaXi_FjAQQObBb4ruLLNVZfCgVV=mo,"Tolle app, praktisch wenn man so garkeine lust auf Menschen hat ☺️",5,0,3.57.1,2024-01-01 11:55:04,Hej! Vielen Dank für deine Rezension.,2024-01-01 20:25:21,2024
7341eadf-5a93-4ede-8894-dd0706439baf,Thomas K.,https://play-lh.googleusercontent.com/a/ACg8ocLAVdNkatiqg8Gtdv3EQBRz6sBQBtzXbkV9RZZjBhbr=mo,"Was soll diese umständliche Artikelsuche! Früher konnte ich einfach die Kategorie Pax auswählen und mir wurde alles dazu angezeigt! Lasst es wie es ist, aber bietet auch die andere Möglichkeit an. Das schlimme ist, wenn ich die Kategorie für offene Kleiderschränke auswähle, werden Pax Schränke angezeigt, aber im Filter kann ich diese nicht auswählen, mal wieder was verschlimmbessert!!!",1,0,3.57.1,2024-01-01 10:30:21,,,2024
267070e6-5de2-43aa-a4e4-8f5e0f340a5f,M R,https://play-lh.googleusercontent.com/a-/ALV-UjXW3eX-bMoH1J1SdY8QmvIZ5pGB_g3Y5LCslP-x6L1s-Ig,"Alles perfekt, nur mit einem Klick 👍",5,0,3.57.1,2023-12-31 11:07:19,Hej! Vielen Dank für deinen positiven Kommentar.,2023-12-31 19:25:29,2023
0e7125a9-e6c1-4ad8-a707-538db3f7c598,Lena Münch,https://play-lh.googleusercontent.com/a-/ALV-UjWiY_EVpxUQ7TdsJwBdFe4BAcbp3CES_ei-ks0VUlNE8MY,Die App hängt sich ständig beim öffnen auf und ich bekomme nicht mehr zu sehen als den Startbildschirm mit Logo. Minutenlang.,1,3,3.57.1,2023-12-31 10:53:33,,,2023
0052a1dc-2749-4e2c-867b-90fa323980df,Katrin Eul,https://play-lh.googleusercontent.com/a/ACg8ocIvZwx3eG83TNyHuI2oi_G4qOdUdw4qlnGBFSwYJW7h=mo,Läuft gut 👍,5,0,3.57.1,2023-12-30 19:38:09,Hej! Vielen Dank für deine positive Rezension!,2023-12-31 04:25:38,2023
06c9600f-0815-40bb-82ce-a10bb326dc77,Ammar Alkhanchi,https://play-lh.googleusercontent.com/a-/ALV-UjWj4uK61ndKaKhV-db4pNeIdqe5nDHna0UpXTFQ5MpKImtq,"Versand in Online-Shop dauert ewig! Kaufbelege sind nicht mehr sichtbar, weder in App noch auf der Webseite! Absoluter Rückschritt👎",4,5,3.57.1,2023-12-30 09:43:37,,,2023
410aa8f6-05d7-41a6-bd54-b8f62e376785,Marc,https://play-lh.googleusercontent.com/a-/ALV-UjWo33AjOL3qqK67tncdRH-IqzLvTV2h062jPNUJtRz8QRc,Gut,4,0,3.57.1,2023-12-30 03:46:31,Hej! Thank you so much for your positive review!,2023-12-30 12:25:20,2023
71fd8198-c18d-46d1-add6-5cfb45f160c5,Timo M,https://play-lh.googleusercontent.com/a-/ALV-UjW2WJgW6J7BeBRN-qKhVv_iHsWVSjt-FdOyNXbfDMqirw,App ignoriert den gesetzten Standard Browser und einloggen ist generell nicht möglich - Not Found Error.,5,0,3.57.1,2023-12-29 18:24:41,,,2023
ccf3799e-c5a1-4ca8-b5ee-b96ac9037d5a,Marit,https://play-lh.googleusercontent.com/a-/ALV-UjXrgEiPX390tliZr-ejj72x_NCo3LmhGsZgjgCGp1sJ3qY,"Ich kann mich nicht in der App mit meinem Konto anmelden. Wenn ich auf ""anmelden"" in der App klicke öffnet sich die Seite im Browser und ich kann mich anmelden. Dann bin ich in der App aber nicht angemeldet. Schade, denn so kann ich über die App nicht auf meine Family Card zugreifen.",3,0,3.57.1,2023-12-29 15:32:59,,,2023
cbf3dd91-f787-4769-8dc1-b000854a8db5,S K,https://play-lh.googleusercontent.com/a/ACg8ocJaZ2qpeE1ePPW98jlc1X6mqMrxDWBSyGD8dzVDVmdz=mo,"Wollte die Familie card hinterlegen. Funktioniert aber nicht. Geht nur über die Webseite. Ich hab sie jetzt im Wallet, aber das ist doch nicht dinn einer App? Alle anderen Apps haben die Weltkarte direkt auf der Startseite.",2,0,3.57.1,2023-12-29 12:58:38,,,2023
78356a8d-d444-4056-8891-b2657c561af5,Opamili,https://play-lh.googleusercontent.com/a-/ALV-UjUiAj72fonbsp2Io_HRwoX5Fyjiy-0MqGdkpAAJA6KNwcU,Geht so,3,0,3.57.1,2023-12-29 11:35:17,,,2023
dc8d6991-18da-499b-a91a-a4d8a77b4b44,Frank Müller,https://play-lh.googleusercontent.com/a/ACg8ocLPoSoqDfTl5hVMLPyKyV9rsYM-7NtmmXBF6N18MCDy=mo,"Bin besonders von ""Shop and Go"" überzeugt... Keine Wartezeit...",5,0,3.57.1,2023-12-29 09:11:08,"Hej! Vielen Dank für deine Rezension. Wir sind froh, dass dir die App gefällt.",2023-12-29 17:25:35,2023
f294659b-7b46-4d94-91ec-ef0fd4f796b5,Birgit iii,https://play-lh.googleusercontent.com/a-/ALV-UjV8tWHrTuqdwUJl8uM5HfRMWzZ8Sk6tk-SJzuExw8kOmQ,Bin sehr zufrieden,5,0,3.57.1,2023-12-28 20:24:43,"Hej! Es ist toll, dass du die App magst. Vielen Dank!",2023-12-29 04:25:39,2023
f5046bfa-1c83-4b92-95ef-f26b4267259e,Bärbel Goldhofer,https://play-lh.googleusercontent.com/a/ACg8ocLGeBU25gQds0O61c21lSbSGgTtNf7lpiuWpSE7BLVJ=mo,Die App ist prima und sehr leicht sind alle Anfragen umsetzbar,5,0,3.57.1,2023-12-28 19:47:56,Hej! Das ist gut zu hören. Vielen Dank für deine Rezension.,2023-12-29 04:25:43,2023
9f921205-7a20-4f08-9eff-cfeb40f112a1,Zeljko Finzgar,https://play-lh.googleusercontent.com/a-/ALV-UjW2yz0sYgTNVYk77sDSwKVfyiVbQpoZbuAcghFZzJFGXW4,Seit ein paar Tage kann nicht gestartet werden. Beim start steht in der Mitte Ikea Logo und geht nicht weiter. Auch keine Fehler ist gezeigt. Update 2: Startprobleme gelost,4,1,3.57.1,2023-12-28 15:58:27,,,2023
a97a0056-16df-46a8-8ad4-8f9db4d898f2,H B (Unholzer geschädigt),https://play-lh.googleusercontent.com/a/ACg8ocLSc1AEsbZF7bVRFY9jzigIXH-nR01v9WhEQZWdkG8=mo,Bettelt um Bewertung,1,0,3.57.1,2023-12-28 15:28:55,,,2023
f89f44bc-14a6-4799-b379-5a8d8e6ea1cb,Steve Gisin,https://play-lh.googleusercontent.com/a-/ALV-UjVhqRIZ1TdU8L2b6jHd2sgxUArHdc4UBANC6Mz-VZoumkc,"Immer etwas zum Einkaufen, Preis Leistung ist Gut. Schade ist das Restaurant, früher fand ich es Besser. Auswahl und konntakt mit den Mitarbeitern",4,0,3.57.1,2023-12-28 12:29:55,,,2023
c206274b-0c75-41ec-acb0-9874cc320d8e,Jasmin Kraus,https://play-lh.googleusercontent.com/a-/ALV-UjWlWk5A1vv1bs73WHdS8NZ5Mb943AKXUYOfh914kxCkUw,Schade das es nicht möglich ist die Kassenzettel zu speichern und auf Wunsch auf den Papierzettel zu verzichten. Ist in anderen App möglich.,3,0,3.57.1,2023-12-28 10:39:07,,,2023
545d8a18-8cfd-41f2-90de-93b73dad8801,Neele Wilke,https://play-lh.googleusercontent.com/a/ACg8ocJoxmsmKyboemUC9AdjAai1nXm5UH5DNT9pMPqbaSMy=mo,Super,5,0,3.57.1,2023-12-27 20:56:44,Hej! A big thanks for your review.,2023-12-28 05:25:36,2023
af861d61-3d5e-4a26-8993-75d327c920b3,Melanie Hü.,https://play-lh.googleusercontent.com/a/ACg8ocJsoFVaRp3zxB3jqtLTDUiMtcJGFt7_lN6lQYRUOpHp=mo,Kann man schön shoppen,5,0,3.57.1,2023-12-26 18:50:47,"Hej! Vielen Dank für deine Rezension. Wir sind froh, dass dir die App gefällt.",2023-12-27 03:25:19,2023
18995b00-c430-40d8-aafa-bc29aec971d6,Orcun Baysal,https://play-lh.googleusercontent.com/a-/ALV-UjV4NbF6TxYPrSZolvLMkrvQ0eSL4GdQbOjZjbol9F3IDsw,Gut,5,0,,2023-12-26 12:08:54,Hej! Thanks for your review. Happy to hear you like it.,2023-12-26 20:25:23,2023
89c56dc8-d200-4c61-95ee-9131b89334c9,d_TraXer,https://play-lh.googleusercontent.com/a-/ALV-UjWOue7kdCW05U3bbL7nv2hAURwjEkRqtkTPQAFRQkO4KdE,"Wenn man sich anmeldet, wird man im Browser angemeldet und nicht in der App...",1,0,3.57.1,2023-12-26 11:08:50,,,2023
9f32d45e-55fd-4691-8cfa-d9503a953e52,sorupplyn1,https://play-lh.googleusercontent.com/a/ACg8ocJJhWshRCCE6OIGDMfCCZLEuE0IwTIityeUHMRPDiM2=mo,"Die App tut was sie soll. Die Warenkorb- und Listenfunktionen sind gut und intuitiv umgesetzt. Leider finde ich die Kategorisierung der Produkte furchtbar. Ich verstehe die Intention dem Kunden die Kategorisierung nach Räumen vorzuschlagen, so sehe ich auch gleich was ich sonst noch so für den Raum kaufen könnte - Stichwort crosselling. Manchmal wünscht man sich aber einfach nur einen simplen Punkt ""Schränke"" oder ""Teppiche"" ohne über eine umständliche Suche mit 100 Filteroptionen zu gehen.",3,7,3.57.1,2023-12-25 17:57:26,,,2023
fc6722a4-5c36-40c7-982b-97f9637bb6aa,San Ma,https://play-lh.googleusercontent.com/a-/ALV-UjVhzK_dA0TrsBKmSIDhfM5MmiA9Nls6_64jkuf07wAgag,Super App‼️ Nur ein Verbesserungsvorschlag: Bei dem Kallax - Tisch ist das Monageset nicht im Paket und muss seperat dazu bestellt werden. Die App macht leider nicht darauf aufmerksam! Aber: bei Reklamation haben wir das Teil kostenfrei zugesendet bekommen! 😃👍🏼 Super Service 👍🏼‼️,5,0,3.57.1,2023-12-24 11:52:59,,,2023
32b0218d-f517-4a9a-839b-4f88c90db8c8,B. N.,https://play-lh.googleusercontent.com/a/ACg8ocLGpLbVCMVjOQ4DEetUEUKenOrveeOViGxNPCSBBqT1DlY=mo,Sehr hilfreich bei der Suche und meinen Merkzettel...,5,0,3.57.1,2023-12-23 23:55:20,"Hej! Vielen Dank für deine positive Rezension. Wir freuen uns, dass du die App magst.",2023-12-24 08:25:23,2023
0d14550c-749a-48ec-9ce6-f44ce0898662,Sara Rieger,https://play-lh.googleusercontent.com/a/ACg8ocIp7ovW6o1WiFaKQgANRkEFIObWIFQfXk_cBSyEYHrE=mo,"Super gestaltet, man findet sich gut zurecht. 👍",5,0,3.57.1,2023-12-23 06:36:56,Hej! Vielen Dank für deinen positiven Kommentar.,2023-12-23 15:25:15,2023
1e9434de-9a70-49dc-9b49-709e905b9ddf,Vanessa Wartenberg,https://play-lh.googleusercontent.com/a-/ALV-UjVET3fCAjJ5HgMl63G3tXZJ_QwOpELUG7SeA0q9CuNH7hg,"Übersichtliche App, beinhaltet alles was man braucht für Onlineshopping oder auch direkt Warenhaus..",5,0,3.57.1,2023-12-22 16:50:35,"Hej! Vielen Dank für deine Rezension. Wir freuen uns, dass du die App magst.",2023-12-23 01:25:22,2023
efb05a5f-425d-49a9-aec8-243a1e512076,Markus Frank,https://play-lh.googleusercontent.com/a-/ALV-UjUVXZyI9-1l2to0YWXgF531K7PrPmP-N4pP20xAyYxoUA,Alles super,5,0,3.57.1,2023-12-22 13:16:56,Hej! Vielen Dank für deinen Kommentar.,2023-12-22 21:25:31,2023
bdd6df16-1c6d-461a-aa45-e68e61d39639,Candy Finke,https://play-lh.googleusercontent.com/a-/ALV-UjV3rjxQUykmdxV3593mnTKD861Vw1E5VibZfTiqzxaZ,"Super einfach und unkompliziert zu bedienen. Verfügt über alle Möglichkeiten welche das stoppen und bezahlen einfacher machen. Kann man nur empfehlen sich damit auseinander zu setzen. Besonders großartig ist die Funktion ""Shop & Go"". Einfach grandios.",5,0,3.57.1,2023-12-22 11:56:30,"Hej! Vielen Dank, dass du das gesagt hast. Das ist gut zu hören.",2023-12-22 20:25:32,2023
556c4906-5948-43c2-8ba1-78081bed9970,Irene Fitzek,https://play-lh.googleusercontent.com/a-/ALV-UjV8Y8wmiw7SG55cBKtGnJrs-MQpCqtEgDzQIYgZEjFoBRc,Alles sehr praktisch und hilfreich,5,0,3.57.1,2023-12-20 06:43:13,"Hej! Vielen Dank für deine positive Rezension. Wir freuen uns, dass du die App magst.",2023-12-20 15:25:27,2023
